age,educ,competition,lrscale,country,sex,secular,emancipative
74,No formal education,5,6,724. Spain,1. Male,.441667,.515093
19,7,5,5,724. Spain,2. Female,.428333,.562871
54,3,8,5,724. Spain,2. Female,.234167,.491528
62,3,5,5,724. Spain,1. Male,.29,.304444
39,3,6,4,724. Spain,1. Male,.47,.520417
47,3,4,5,724. Spain,1. Male,.440645,.6068519999999999
56,3,5,5,724. Spain,1. Male,.236614,.62537
57,8,competition is good,5,724. Spain,2. Female,.414167,.650833
40,5,3,9,724. Spain,2. Female,.373334,.6124540000000001
50,3,2,5,724. Spain,2. Female,.151389,.445787
70,3,2,right,724. Spain,1. Male,.234722,.225879
21,7,competition is good,6,724. Spain,2. Female,.388334,.77463
47,7,competition is good,4,724. Spain,1. Male,.262778,.962963
56,3,competition is good,3,724. Spain,1. Male,.554167,.672778
20,3,3,4,724. Spain,1. Male,.373333,.756111
35,7,2,8,724. Spain,1. Male,.221944,.555556
76,3,7,8,724. Spain,2. Female,.428889,.457222
27,3,6,7,724. Spain,1. Male,.539167,.728334
52,3,2,left,724. Spain,1. Male,.665833,.4225
36,University level,3,5,724. Spain,1. Male,.526667,.6118980000000001
54,3,9,8,724. Spain,2. Female,.787875,.588611
42,6,2,7,724. Spain,2. Female,.202253,.517824
24,7,3,5,724. Spain,2. Female,.345278,.613009
19,6,4,left,724. Spain,2. Female,.864442,.916667
50,3,2,5,724. Spain,1. Male,.456667,.563426
54,University level,5,6,724. Spain,2. Female,.373333,.80787
29,5,4,3,724. Spain,1. Male,.775834,.818333
75,University level,2,7,724. Spain,1. Male,.220833,.383148
48,3,7,left,724. Spain,1. Male,.415278,.60375
40,3,4,6,724. Spain,2. Female,.234722,.353472
39,5,5,4,724. Spain,2. Female,.7075,1
45,5,5,4,724. Spain,2. Female,.371957,.635463
58,3,5,3,724. Spain,2. Female,.33425,.6118980000000001
33,7,3,4,724. Spain,1. Male,.470833,.7975
63,3,2,7,724. Spain,1. Male,.484445,.4225
45,3,3,4,724. Spain,1. Male,.6375,.741945
30,8,4,7,724. Spain,2. Female,.429167,.797083
67,3,7,4,724. Spain,1. Male,.484445,.515093
80,3,5,5,724. Spain,2. Female,.525556,.211991
41,3,6,4,724. Spain,1. Male,.581111,.6287970000000001
18,6,3,3,724. Spain,2. Female,.79,.734722
39,8,3,5,724. Spain,1. Male,.632114,.577732
36,5,3,3,724. Spain,2. Female,.498333,.827871
22,3,5,3,724. Spain,1. Male,.776667,.651667
63,3,5,3,724. Spain,1. Male,.632762,.656713
70,3,6,5,724. Spain,2. Female,.321528,.387361
62,3,4,5,724. Spain,2. Female,.401389,.435972
53,2,4,5,724. Spain,1. Male,.471667,.547083
34,University level,4,4,724. Spain,2. Female,.262312,.739583
44,3,4,5,724. Spain,2. Female,.208056,.492639
53,2,7,5,724. Spain,2. Female,.235,.621713
65,3,competition is harmful,8,724. Spain,2. Female,.0825,.209537
36,8,4,5,724. Spain,1. Male,.248333,.6565
40,5,7,3,724. Spain,1. Male,.500781,.638334
84,2,4,5,724. Spain,1. Male,.249167,.113278
20,6,6,5,724. Spain,1. Male,.29,.790833
64,3,5,5,724. Spain,1. Male,.235,.587547
65,3,5,6,724. Spain,2. Female,.511667,.313704
42,8,5,3,724. Spain,1. Male,.7625,.749167
33,3,5,5,724. Spain,1. Male,.179167,.458704
18,3,5,5,724. Spain,2. Female,.4,.616111
26,3,4,5,724. Spain,1. Male,.3725,.6925
31,3,competition is good,5,724. Spain,1. Male,.3875,.498889
46,6,competition is good,3,724. Spain,1. Male,.443333,.484583
39,5,4,3,724. Spain,2. Female,.303334,.68787
50,3,competition is good,6,724. Spain,1. Male,.220556,.4225
48,8,competition is good,5,724. Spain,2. Female,.206945,.68787
28,6,competition is good,7,724. Spain,1. Male,.414167,.505
75,3,competition is good,5,724. Spain,2. Female,.193056,.57309
63,3,5,5,724. Spain,2. Female,.359445,.635185
59,3,5,5,724. Spain,2. Female,.359722,.470278
64,6,3,5,724. Spain,1. Male,.235834,.546296
28,6,2,5,724. Spain,1. Male,.331667,.818611
26,6,9,5,724. Spain,2. Female,.386667,.657556
53,3,3,3,724. Spain,2. Female,.3875,.306759
29,5,7,2,724. Spain,2. Female,.193611,.499167
70,2,4,2,724. Spain,2. Female,.276667,.469074
75,2,7,4,724. Spain,1. Male,.294444,.110833
35,8,5,5,724. Spain,1. Male,.415833,.471389
39,3,8,2,724. Spain,2. Female,.401666,.256667
23,3,7,5,724. Spain,1. Male,.498333,.342315
27,6,6,5,724. Spain,2. Female,.3875,.221667
54,3,5,5,724. Spain,1. Male,.6375,.330463
65,2,competition is good,left,724. Spain,1. Male,.303334,.397037
41,3,competition is good,7,724. Spain,1. Male,.248333,.36
25,6,3,5,724. Spain,1. Male,.220833,.526667
18,6,competition is good,4,724. Spain,2. Female,.525833,.609167
62,3,competition is good,8,724. Spain,2. Female,.29,.1725
37,6,5,6,724. Spain,1. Male,.386667,.621574
59,3,3,5,724. Spain,1. Male,.511667,.343935
43,3,4,5,724. Spain,2. Female,.206667,.667454
52,3,7,3,724. Spain,2. Female,.220278,.515093
26,5,4,3,724. Spain,2. Female,.331667,.588333
50,3,competition is good,4,724. Spain,1. Male,.304167,.6123150000000001
35,3,6,4,724. Spain,1. Male,.331667,.704491
18,6,5,5,724. Spain,1. Male,.443333,.714167
31,3,5,5,724. Spain,2. Female,.3175,.524352
41,3,5,7,724. Spain,1. Male,.331667,.398935
78,No formal education,5,5,724. Spain,2. Female,.36,.376204
53,3,2,2,724. Spain,1. Male,.401219,.519773
60,3,9,3,724. Spain,2. Female,.955917,.753889
60,7,2,8,724. Spain,2. Female,.123889,.441019
23,3,7,3,724. Spain,1. Male,.360846,.582005
48,8,7,3,724. Spain,2. Female,.499167,.637361
36,7,competition is good,5,724. Spain,1. Male,.3325,.589444
49,University level,competition is good,3,724. Spain,2. Female,.165278,.833333
64,3,competition is harmful,3,724. Spain,2. Female,.429167,.86
60,University level,5,3,724. Spain,2. Female,.3875,.86
62,6,competition is good,8,724. Spain,1. Male,.3875,.86
70,University level,5,3,724. Spain,1. Male,.3875,.943333
20,6,6,right,724. Spain,1. Male,.289722,.560833
40,University level,3,left,724. Spain,1. Male,.581667,.943333
29,University level,9,left,724. Spain,2. Female,.487083,.916667
53,7,4,6,724. Spain,1. Male,.069167,.22725
70,6,4,8,724. Spain,1. Male,.083333,.293426
28,5,competition is good,5,724. Spain,1. Male,.6233340000000001,.87213
61,3,3,7,724. Spain,2. Female,.207222,.256767
42,5,3,7,724. Spain,2. Female,.095278,.427546
35,8,6,3,724. Spain,2. Female,.678333,.771556
24,6,3,4,724. Spain,2. Female,.595834,.671296
35,5,4,3,724. Spain,1. Male,.679167,.592176
60,3,8,9,724. Spain,2. Female,.180555,.179583
40,University level,7,4,724. Spain,1. Male,.165278,.365185
28,3,5,5,724. Spain,2. Female,.499166,.577731
20,8,7,5,724. Spain,1. Male,.4575,.438565
35,3,4,5,724. Spain,2. Female,.331667,.25
49,3,5,7,724. Spain,2. Female,.151389,.37375
75,3,5,5,724. Spain,2. Female,.304167,.443333
40,3,5,4,724. Spain,1. Male,.549614,.687084
40,3,3,6,724. Spain,2. Female,.415,.5966669999999999
65,5,2,8,724. Spain,2. Female,.261945,.52912
65,5,3,8,724. Spain,2. Female,.261945,.445787
49,3,2,9,724. Spain,1. Male,.276111,.282348
87,3,3,right,724. Spain,1. Male,.263056,.304139
44,5,7,8,724. Spain,2. Female,.382166,.500787
49,3,5,5,724. Spain,2. Female,.3725,.461019
31,3,3,5,724. Spain,1. Male,.455834,.52162
46,3,5,7,724. Spain,1. Male,.289167,.5605560000000001
32,3,4,7,724. Spain,2. Female,.4275,.830185
49,3,4,4,724. Spain,1. Male,.6925,.874167
39,3,5,6,724. Spain,2. Female,.289167,.439398
35,3,6,5,724. Spain,2. Female,.289722,.5341669999999999
29,3,2,5,724. Spain,2. Female,.4425,.5625
42,3,7,2,724. Spain,2. Female,.359167,.5625
58,3,competition is good,2,724. Spain,1. Male,.359167,.553241
46,3,competition is good,2,724. Spain,1. Male,.386667,.479167
74,3,competition is good,5,724. Spain,2. Female,.123889,.437083
27,3,competition is good,5,724. Spain,1. Male,.414167,.416667
59,8,5,5,724. Spain,1. Male,.359167,.645
71,2,3,3,724. Spain,1. Male,.331667,.472222
18,3,4,5,724. Spain,2. Female,.4425,.662037
33,3,5,left,724. Spain,2. Female,.539167,.487871
36,5,4,5,724. Spain,2. Female,.3875,.60375
53,5,5,5,724. Spain,1. Male,.47,.494954
25,3,4,5,724. Spain,1. Male,.261667,.598704
54,3,5,left,724. Spain,2. Female,.3175,.557454
48,3,4,left,724. Spain,1. Male,.671555,.623591
19,6,3,2,724. Spain,2. Female,.455195,.570759
27,6,5,3,724. Spain,1. Male,.525834,.631833
60,5,5,2,724. Spain,1. Male,.71574,.540556
53,3,4,2,724. Spain,1. Male,.498333,.457917
66,3,6,5,724. Spain,1. Male,.303333,.694028
19,3,3,3,724. Spain,1. Male,.4425,.7075
29,3,6,5,724. Spain,2. Female,.415833,.5
34,3,5,7,724. Spain,1. Male,.513334,.641204
43,3,5,5,724. Spain,2. Female,.412525,.476574
59,3,3,5,724. Spain,2. Female,.374439,.640787
18,6,5,3,724. Spain,2. Female,.4975,.619954
24,3,6,5,724. Spain,2. Female,.5275,.54125
67,2,7,5,724. Spain,1. Male,.36,.458333
49,3,5,2,724. Spain,1. Male,.332222,.494954
42,5,5,5,724. Spain,1. Male,.248333,.575417
31,3,4,5,724. Spain,1. Male,.386667,.625
35,3,5,3,724. Spain,2. Female,.386667,.485695
84,2,competition is good,3,724. Spain,2. Female,.317778,.18463
26,3,5,4,724. Spain,1. Male,.4425,.595834
50,3,5,right,724. Spain,2. Female,.220556,.38125
45,6,5,3,724. Spain,2. Female,.206667,.575806
80,No formal education,5,3,724. Spain,2. Female,.29,.464722
28,3,4,2,724. Spain,1. Male,.290833,.494954
71,2,5,5,724. Spain,1. Male,.2625,.457917
20,3,9,5,724. Spain,2. Female,.359167,.450834
55,2,4,3,724. Spain,2. Female,.359167,.333334
58,No formal education,4,3,724. Spain,2. Female,.498333,.479167
37,3,5,3,724. Spain,1. Male,.3175,.583333
67,2,5,2,724. Spain,1. Male,.234167,.3875
35,3,5,5,724. Spain,2. Female,.4,.726019
26,8,competition is good,5,724. Spain,2. Female,.483334,.700556
41,6,5,6,724. Spain,2. Female,.331667,.682037
64,3,8,6,724. Spain,1. Male,.110278,.34338
26,3,5,5,724. Spain,1. Male,.400833,.640787
40,7,5,6,724. Spain,1. Male,.444114,.791667
30,3,6,3,724. Spain,2. Female,.456667,.807454
41,5,5,7,724. Spain,1. Male,.525833,.543704
65,3,6,4,724. Spain,2. Female,.152222,.329907
40,University level,6,3,724. Spain,2. Female,.581667,.742639
68,3,7,8,724. Spain,1. Male,.055,.165833
33,5,6,6,724. Spain,1. Male,.4425,.60375
25,3,5,4,724. Spain,2. Female,.429445,.376204
27,7,5,5,724. Spain,1. Male,.525834,.750787
66,8,2,4,724. Spain,1. Male,.694167,.450278
34,3,4,5,724. Spain,1. Male,.7475000000000001,.589722
48,5,2,6,724. Spain,2. Female,.4425,.673611
19,6,4,5,724. Spain,1. Male,.8325,.766204
50,3,2,5,724. Spain,2. Female,.5966669999999999,.555556
32,3,8,7,724. Spain,1. Male,.415556,.351296
51,3,5,5,724. Spain,1. Male,.679167,.415694
43,3,3,6,724. Spain,2. Female,.261389,.173333
65,3,4,9,724. Spain,2. Female,.0275,.152083
18,5,5,5,724. Spain,1. Male,.5125,.526944
18,6,competition is harmful,left,724. Spain,2. Female,.665834,.39787
40,3,4,8,724. Spain,1. Male,.360556,.290694
62,3,5,4,724. Spain,2. Female,.207222,.432037
27,8,3,4,724. Spain,2. Female,.608334,.769722
41,3,5,8,724. Spain,2. Female,.207222,.30963
31,3,5,4,724. Spain,2. Female,.5745,.814398
32,5,3,7,724. Spain,1. Male,.3875,.46963
20,3,competition is good,6,724. Spain,1. Male,.484167,.651389
48,5,3,3,724. Spain,1. Male,.470833,.804584
50,3,5,6,724. Spain,1. Male,.470834,.304722
45,3,2,8,724. Spain,1. Male,.110556,.119537
49,3,4,7,724. Spain,2. Female,.346389,.037037
35,3,4,5,724. Spain,2. Female,.553333,.645834
43,5,3,3,724. Spain,1. Male,.580834,.724121
38,6,3,4,724. Spain,1. Male,.498334,.729167
81,3,4,5,724. Spain,2. Female,.11,.365463
60,6,3,6,724. Spain,2. Female,.248333,.334398
38,University level,3,6,724. Spain,1. Male,.511944,.762917
39,3,6,5,724. Spain,2. Female,.636667,.677269
29,3,4,5,724. Spain,2. Female,.544123,.77463
26,University level,5,3,724. Spain,1. Male,.691667,.81426
65,3,8,3,724. Spain,1. Male,.455834,.626482
47,5,5,6,724. Spain,1. Male,.581111,.37676
41,6,5,6,724. Spain,1. Male,.4575,.394722
64,3,5,6,724. Spain,2. Female,.178889,.378518
32,3,6,6,724. Spain,1. Male,.3725,.65125
19,7,5,6,724. Spain,2. Female,.510833,.635463
63,3,5,5,724. Spain,1. Male,.207222,.508889
52,5,competition is good,6,724. Spain,2. Female,.54,.763334
21,8,4,6,724. Spain,1. Male,.3725,.708703
38,3,5,6,724. Spain,2. Female,.400833,.643889
25,6,5,5,724. Spain,2. Female,.153837,.804445
56,8,5,7,724. Spain,1. Male,.345278,.670185
61,3,5,8,724. Spain,2. Female,.624167,.48037
20,University level,3,6,724. Spain,1. Male,.249167,.622861
45,6,5,6,724. Spain,2. Female,.441667,.348426
52,3,4,2,724. Spain,2. Female,.30775,.430139
56,2,5,2,724. Spain,1. Male,.386667,.516204
60,2,4,3,724. Spain,1. Male,.318333,.5625
38,5,4,5,724. Spain,1. Male,.29,.874167
29,6,5,5,724. Spain,1. Male,.165278,.536204
77,2,5,7,724. Spain,2. Female,.165,.478333
45,5,6,5,724. Spain,2. Female,.359167,.728333
63,3,4,3,724. Spain,2. Female,.2625,.453704
55,3,5,4,724. Spain,1. Male,.374167,.423611
81,6,2,8,724. Spain,1. Male,.304167,.485694
49,3,competition is good,5,724. Spain,2. Female,.2625,.781574
35,6,competition is good,4,724. Spain,2. Female,.417583,.91625
34,University level,2,3,724. Spain,1. Male,.554167,.916667
73,No formal education,2,2,724. Spain,2. Female,.257722,.504074
19,3,2,4,724. Spain,1. Male,.540833,.770834
29,University level,3,5,724. Spain,2. Female,.776389,.826389
57,3,8,5,724. Spain,1. Male,.540834,.433658
19,3,7,5,724. Spain,1. Male,.5825,.348981
41,3,2,5,724. Spain,2. Female,.290556,.346667
75,3,7,3,724. Spain,2. Female,.317778,.367084
52,6,5,5,724. Spain,2. Female,.330833,.484167
25,5,3,5,724. Spain,2. Female,.593978,.540695
40,5,3,3,724. Spain,1. Male,.610834,.746018
33,3,2,4,724. Spain,1. Male,.499166,.461852
65,3,5,5,724. Spain,1. Male,.276667,.388611
58,3,7,2,724. Spain,2. Female,.303611,.630417
73,5,4,4,724. Spain,1. Male,.4425,.535787
44,6,7,5,724. Spain,2. Female,.317778,.514259
52,University level,8,4,724. Spain,1. Male,.331667,.727222
29,3,competition is harmful,7,724. Spain,1. Male,.401667,.443333
33,University level,6,left,724. Spain,2. Female,.693333,.890648
70,3,8,7,724. Spain,2. Female,.22,.451759
25,6,5,7,724. Spain,2. Female,.373056,.640292
70,3,5,left,724. Spain,1. Male,.44075,.516184
40,3,5,5,724. Spain,1. Male,.681124,.598426
20,3,3,7,724. Spain,1. Male,.470833,.60375
38,5,4,6,724. Spain,1. Male,.61275,.6025
74,8,4,5,724. Spain,1. Male,.346667,.874167
68,3,competition is good,8,724. Spain,2. Female,.234167,.550926
21,8,8,3,724. Spain,2. Female,.304167,.855648
31,University level,3,2,724. Spain,1. Male,.5125,.670463
28,University level,7,4,724. Spain,2. Female,.609167,.693611
44,6,2,7,724. Spain,2. Female,.240722,.63952
64,3,3,4,724. Spain,1. Male,.397167,.696388
27,7,3,3,724. Spain,1. Male,.525,.593056
58,3,5,8,724. Spain,2. Female,.220833,.556621
69,3,5,2,724. Spain,1. Male,.499166,.412037
42,3,4,5,724. Spain,2. Female,.165278,.560833
33,8,4,4,724. Spain,2. Female,.415,.567917
62,3,6,3,724. Spain,1. Male,.414167,.389953
39,3,7,5,724. Spain,1. Male,.498333,.21662
63,7,2,3,724. Spain,2. Female,.677778,.739213
39,5,2,3,724. Spain,1. Male,.694167,.761944
33,5,2,3,724. Spain,2. Female,.836917,.609583
63,3,2,5,724. Spain,1. Male,.608334,.567055
33,3,5,3,724. Spain,2. Female,.165278,.54225
62,3,5,4,724. Spain,2. Female,.414167,.286204
35,3,5,5,724. Spain,1. Male,.4975,.5625
74,2,4,3,724. Spain,1. Male,.303611,.392408
45,3,5,8,724. Spain,1. Male,.4975,.416667
84,3,4,3,724. Spain,2. Female,.359167,.453704
23,3,4,5,724. Spain,2. Female,.498334,.60375
49,3,5,5,724. Spain,1. Male,.553611,.582917
36,5,4,2,724. Spain,2. Female,.428611,.578704
33,7,competition is good,3,724. Spain,2. Female,.359167,.755
67,5,competition is good,5,724. Spain,1. Male,.359167,.478056
29,8,competition is good,5,724. Spain,1. Male,.429167,.660093
51,3,6,3,724. Spain,2. Female,.33661,.874167
73,3,6,5,724. Spain,2. Female,.25,.60375
70,3,competition is good,5,724. Spain,1. Male,.304167,.45912
35,5,6,5,724. Spain,2. Female,.650834,.65788
28,5,7,5,724. Spain,1. Male,.331667,.814398
36,6,3,7,724. Spain,1. Male,.248333,.624583
51,3,7,3,724. Spain,1. Male,.2775,.859583
28,8,5,4,724. Spain,2. Female,.415,.703287
50,3,5,5,724. Spain,1. Male,.415,.700278
79,3,4,8,724. Spain,2. Female,.2075,.322824
33,3,3,3,724. Spain,2. Female,.609167,.28537
18,6,8,5,724. Spain,1. Male,.568334,.5675
46,3,3,4,724. Spain,1. Male,.276667,.498889
31,5,3,8,724. Spain,1. Male,.304167,.165833
34,University level,4,4,724. Spain,1. Male,.61,.641204
40,University level,6,5,724. Spain,2. Female,.498333,.767963
55,University level,8,5,724. Spain,2. Female,.511458,.684074
19,3,6,8,724. Spain,1. Male,.331482,.404053
87,3,5,5,724. Spain,1. Male,.44,.5969449999999999
77,3,7,6,724. Spain,1. Male,.276389,.332777
39,University level,4,5,724. Spain,1. Male,.443333,.823658
72,2,5,3,724. Spain,2. Female,.415,.7075
20,8,5,5,724. Spain,2. Female,.262778,.805556
45,University level,4,5,724. Spain,2. Female,.248611,.753796
22,5,4,2,724. Spain,2. Female,.4425,.71375
63,5,5,3,724. Spain,2. Female,.443333,.708333
56,6,8,3,724. Spain,1. Male,.498333,.543426
32,University level,2,4,724. Spain,1. Male,.549984,.5447689999999999
81,3,3,5,724. Spain,1. Male,.400556,.249166
61,6,7,3,724. Spain,2. Female,.4975,.68787
42,5,2,5,724. Spain,1. Male,.5675,.578009
48,University level,2,5,724. Spain,2. Female,.511667,.577732
34,8,7,4,724. Spain,2. Female,.7316510000000001,.525833
78,2,2,5,724. Spain,2. Female,.400833,.452592
18,6,6,4,724. Spain,2. Female,.7483340000000001,.8175
32,3,7,8,724. Spain,2. Female,.470834,.397315
84,2,5,3,724. Spain,2. Female,.304167,.09625
33,6,6,4,724. Spain,1. Male,.414167,.469352
24,University level,3,2,724. Spain,1. Male,.415,.6696299999999999
40,3,4,8,724. Spain,2. Female,.275833,.450278
79,8,5,9,724. Spain,1. Male,.207222,.119815
44,2,2,5,724. Spain,1. Male,.47,.485556
38,3,3,5,724. Spain,2. Female,.331667,.394722
29,6,2,5,724. Spain,1. Male,.414167,.262639
41,5,6,6,724. Spain,2. Female,.331667,.470556
30,7,competition is good,7,724. Spain,1. Male,.386667,.588333
84,University level,9,5,724. Spain,2. Female,.248333,.221111
52,3,3,8,724. Spain,2. Female,.359167,.331944
68,8,3,4,724. Spain,1. Male,.775,.579769
60,3,4,8,724. Spain,2. Female,.651667,.677685
18,6,3,8,724. Spain,2. Female,.6925,.547361
68,3,6,6,724. Spain,2. Female,.789167,.579352
33,8,6,4,724. Spain,2. Female,.678611,.472871
41,5,3,7,724. Spain,1. Male,.791565,.610232
37,3,4,7,724. Spain,1. Male,.830833,.6125930000000001
24,7,3,7,724. Spain,1. Male,.624167,.568333
36,5,3,left,724. Spain,1. Male,.810312,.61463
21,7,3,5,724. Spain,2. Female,.414167,.545324
35,5,4,5,724. Spain,2. Female,.5966669999999999,.580463
62,3,5,6,724. Spain,2. Female,.505942,.633
61,3,4,7,724. Spain,1. Male,.665,.525463
58,8,5,5,724. Spain,2. Female,.178889,.385463
78,3,competition is good,8,724. Spain,2. Female,.165278,.371157
28,University level,competition is good,7,724. Spain,2. Female,.429167,.55213
42,University level,4,5,724. Spain,1. Male,.386667,.7857730000000001
78,University level,6,8,724. Spain,1. Male,.400834,.916667
21,7,competition is good,2,724. Spain,1. Male,.3875,.6586109999999999
59,University level,2,7,724. Spain,1. Male,.583333,.86
39,7,competition is good,7,724. Spain,1. Male,.318611,.532259
80,2,5,5,724. Spain,2. Female,.359445,.53088
87,2,6,6,724. Spain,2. Female,.3235,.286204
80,2,5,5,724. Spain,1. Male,.316945,.233301
54,7,7,5,724. Spain,2. Female,.638333,.704491
48,University level,3,4,724. Spain,1. Male,.636667,.622269
21,7,4,4,724. Spain,1. Male,.7216669999999999,.621157
39,University level,4,6,724. Spain,2. Female,.525,.566713
51,University level,4,7,724. Spain,2. Female,.4975,.520417
72,3,4,7,724. Spain,2. Female,.151389,.467176
30,University level,9,4,724. Spain,1. Male,.69425,.948
68,5,5,5,724. Spain,1. Male,.608334,.566713
52,5,4,5,724. Spain,1. Male,.667448,.500787
62,6,competition is harmful,2,724. Spain,1. Male,.332025,.612025
43,3,2,5,724. Spain,1. Male,.76258,.692917
19,5,competition is good,3,724. Spain,1. Male,.386389,.748889
34,5,5,5,724. Spain,2. Female,.388148,.516001
18,3,5,7,724. Spain,2. Female,.43,.75
77,3,competition is good,right,724. Spain,2. Female,.041389,.285778
30,3,3,right,724. Spain,1. Male,.096667,.249167
50,3,competition is good,8,724. Spain,1. Male,.151667,.563704
30,3,5,5,724. Spain,2. Female,.5966669999999999,.575417
58,3,competition is harmful,7,724. Spain,2. Female,.276945,.582537
42,7,2,4,724. Spain,2. Female,.4425,.37375
68,3,competition is good,3,724. Spain,2. Female,.3325,.505
85,3,2,5,724. Spain,1. Male,.345833,.138056
54,3,2,4,724. Spain,2. Female,.441389,.498889
61,3,3,2,724. Spain,1. Male,.386667,.423982
23,8,5,4,724. Spain,2. Female,.498334,.574861
35,3,3,8,724. Spain,1. Male,.414167,.331389
41,3,6,6,724. Spain,2. Female,.609445,.582768
65,3,5,8,724. Spain,2. Female,.462944,.486898
38,7,7,7,724. Spain,1. Male,.807084,.598204
68,3,6,4,724. Spain,1. Male,.540278,.426283
57,3,7,5,724. Spain,2. Female,.579917,.624088
28,5,5,4,724. Spain,1. Male,.5675,.678509
53,3,competition is good,5,724. Spain,2. Female,.48379,.55662
50,3,5,4,724. Spain,1. Male,.456944,.609583
80,No formal education,4,4,724. Spain,2. Female,.206945,.626833
30,8,competition is good,5,724. Spain,2. Female,.124445,.392407
28,7,3,3,724. Spain,2. Female,.4425,.5336109999999999
20,7,3,5,724. Spain,2. Female,.540833,.744537
42,6,4,4,724. Spain,2. Female,.400556,.602981
65,5,3,3,724. Spain,1. Male,.526667,.637361
62,3,2,8,724. Spain,2. Female,.234722,.411621
47,5,4,4,724. Spain,1. Male,.470833,.6693519999999999
18,6,competition is good,6,724. Spain,1. Male,.581667,.556343
62,3,4,5,724. Spain,1. Male,.581667,.434352
72,3,3,3,724. Spain,1. Male,.526666,.440602
38,3,3,5,724. Spain,2. Female,.498333,.501621
59,3,5,4,724. Spain,2. Female,.359167,.505833
65,3,4,6,724. Spain,2. Female,.151389,.4225
20,3,5,5,724. Spain,2. Female,.36,.653148
37,5,5,6,724. Spain,2. Female,.165278,.5341669999999999
38,5,7,5,724. Spain,1. Male,.414167,.641574
24,University level,4,5,724. Spain,1. Male,.415,.785926
73,3,6,8,724. Spain,1. Male,.151389,.350741
83,3,5,7,724. Spain,2. Female,.231414,.438704
44,5,4,7,724. Spain,2. Female,.096389,.651945
80,2,5,right,724. Spain,2. Female,.188642,.21213
38,3,7,8,724. Spain,1. Male,.304445,.37375
48,3,4,4,724. Spain,2. Female,.456111,.386574
31,5,competition is good,right,724. Spain,2. Female,.248055,.635741
18,3,6,8,724. Spain,2. Female,.568334,.482547
66,8,competition is good,7,724. Spain,1. Male,.165556,.7
47,University level,6,5,724. Spain,1. Male,.706667,.220833
51,8,7,5,724. Spain,1. Male,.3875,.470834
20,3,3,5,724. Spain,1. Male,.499167,.532778
45,3,3,5,724. Spain,2. Female,.470834,.62537
61,2,2,3,724. Spain,2. Female,.331667,.524352
88,3,5,7,724. Spain,1. Male,.123889,.350741
62,3,5,7,724. Spain,1. Male,.137778,.210093
88,3,2,3,724. Spain,1. Male,.443333,.589167
43,8,3,5,724. Spain,1. Male,.4975,.589167
23,3,3,3,724. Spain,2. Female,.36,.6725
65,8,3,8,724. Spain,2. Female,.248333,.448195
38,7,2,left,724. Spain,1. Male,.470833,.642407
63,8,3,5,724. Spain,1. Male,.36,.708333
32,8,2,8,724. Spain,2. Female,.261945,.703287
43,University level,2,2,724. Spain,2. Female,.485,.724537
55,University level,2,8,724. Spain,2. Female,.240722,.336435
84,6,4,7,724. Spain,1. Male,.178889,.593733
32,3,7,2,724. Spain,1. Male,.473281,.283611
51,3,7,4,724. Spain,2. Female,.375503,.453704
39,3,5,3,724. Spain,2. Female,.485,.366944
20,8,2,4,724. Spain,1. Male,.331667,.729167
29,3,3,5,724. Spain,2. Female,.36,.644722
75,3,2,3,724. Spain,1. Male,.498333,.645
38,3,5,3,724. Spain,1. Male,.3875,.811667
32,8,3,3,724. Spain,2. Female,.415,.80787
74,3,3,7,724. Spain,2. Female,.151389,.468796
41,3,4,3,724. Spain,1. Male,.3875,.589167
77,2,5,7,724. Spain,2. Female,.317778,.430803
29,3,3,5,724. Spain,2. Female,.43,.63301
31,3,2,7,724. Spain,2. Female,.291389,.457083
32,University level,4,8,724. Spain,1. Male,.415834,.57801
54,6,5,4,724. Spain,2. Female,.29,.575139
70,2,6,6,724. Spain,1. Male,.484445,.284444
47,6,4,6,724. Spain,2. Female,.567778,.505556
29,6,3,8,724. Spain,1. Male,.651667,.497685
61,5,2,8,724. Spain,1. Male,.263056,.409028
50,6,2,7,724. Spain,2. Female,.276389,.537824
42,6,3,4,724. Spain,1. Male,.290278,.519306
62,3,3,3,724. Spain,1. Male,.43425,.636945
23,6,4,4,724. Spain,2. Female,.290278,.519306
36,8,3,3,724. Spain,2. Female,.331667,.547083
33,6,3,4,724. Spain,1. Male,.443333,.520417
25,6,3,5,724. Spain,1. Male,.72,.631944
49,6,3,3,724. Spain,2. Female,.61,.543982
40,3,2,6,724. Spain,1. Male,.511667,.595695
67,3,3,5,724. Spain,1. Male,.525556,.630972
60,3,5,5,724. Spain,1. Male,.678334,.6725
46,3,5,6,724. Spain,2. Female,.4975,.556343
37,5,5,4,724. Spain,2. Female,.312222,.6725
69,3,4,5,724. Spain,2. Female,.623889,.452345
28,3,3,5,724. Spain,1. Male,.735,.630972
53,3,6,7,724. Spain,2. Female,.3725,.500787
51,8,3,3,724. Spain,2. Female,.429167,.8325
24,8,3,7,724. Spain,1. Male,.262778,.764815
61,6,3,8,724. Spain,1. Male,.125,.16162
41,3,6,2,724. Spain,1. Male,.5125,.687083
43,5,5,3,724. Spain,2. Female,.3875,.823241
32,5,3,3,724. Spain,1. Male,.665,.718241
70,6,competition is good,7,724. Spain,2. Female,.055278,.305
71,3,2,7,724. Spain,1. Male,.041389,.299954
26,8,4,4,724. Spain,2. Female,.650833,.866667
